timestamp,device,rle_smoothed,rle_raw,rle_norm,E_th,E_pw,temp_c,vram_temp_c,power_w,util_pct,a_load,t_sustain_s,fan_pct,rolling_peak,collapse,alerts,cpu_freq_ghz,cycles_per_joule
2025-10-30T20:00:00.886015Z,cpu,0.141936,0.15486,0.046539,0.15486,1.0,,,49.0,39.2,0.392,600.0,,0.187704,0.0,,1.804,36816330.0
2025-10-30T20:00:01.916929Z,cpu,0.132929,0.095333,0.028765,0.095333,1.0,,,77.0,61.6,0.616,600.0,,0.187328,0.0,,1.804,23428570.0
2025-10-30T20:00:02.921780Z,cpu,0.123624,0.083796,0.025849,0.083796,1.0,,,79.88,63.9,0.639,600.0,,0.186954,0.0,,1.804,22585290.0
2025-10-30T20:00:03.926444Z,cpu,0.111984,0.074094,0.02311,0.074094,1.0,,,81.0,64.8,0.648,600.0,,0.18658,0.0,,1.804,22271600.0
2025-10-30T20:00:04.931777Z,cpu,0.096491,0.074374,0.026515,0.074374,1.0,,,59.5,47.6,0.476,600.0,,0.186207,0.0,,1.804,30319330.0
2025-10-30T20:00:05.935403Z,cpu,0.081546,0.080134,0.023076,0.080134,1.0,,,57.62,46.1,0.461,600.0,,0.185834,0.0,,1.804,31305860.0
2025-10-30T20:00:06.936838Z,cpu,0.079747,0.086336,0.022345,0.086336,1.0,,,58.25,46.6,0.466,600.0,,0.185463,0.0,,1.804,30969960.0
2025-10-30T20:00:07.942912Z,cpu,0.077222,0.071174,0.021516,0.071174,1.0,,,95.75,76.6,0.766,600.0,,0.185092,0.0,,1.804,18840730.0
2025-10-30T20:00:08.945137Z,cpu,0.075857,0.067265,0.021049,0.067265,1.0,,,95.62,76.5,0.765,600.0,,0.184721,0.0,,1.804,18865360.0
2025-10-30T20:00:09.968760Z,cpu,0.075726,0.073724,0.019852,0.073724,1.0,,,62.62,50.1,0.501,600.0,,0.184352,0.0,,1.804,28806390.0
2025-10-30T20:00:10.974314Z,cpu,0.076344,0.083222,0.017254,0.083222,1.0,,,73.5,58.8,0.588,600.0,,0.183983,0.0,,1.804,24544220.0
2025-10-30T20:00:11.975976Z,cpu,0.071686,0.063043,0.03409,0.063043,1.0,,,32.12,25.7,0.257,600.0,,0.183615,0.0,,1.804,56155640.0
2025-10-30T20:00:12.977467Z,cpu,0.068693,0.056211,0.03111,0.056211,1.0,,,34.0,27.2,0.272,600.0,,0.183248,0.0,,1.804,53058820.0
2025-10-30T20:00:13.979906Z,cpu,0.066021,0.053904,0.028802,0.053904,1.0,,,35.5,28.4,0.284,600.0,,0.182882,0.0,,1.804,50816900.0
2025-10-30T20:00:14.982539Z,cpu,0.06132,0.050223,0.029858,0.050223,1.0,,,31.25,25.0,0.25,600.0,,0.182516,0.0,,1.804,57728000.0
2025-10-30T20:00:15.984045Z,cpu,0.054078,0.04701,0.029563,0.04701,1.0,,,27.25,21.8,0.218,600.0,,0.182151,0.0,,1.804,66201830.0
2025-10-30T20:00:16.986037Z,cpu,0.050371,0.044506,0.030073,0.044506,1.0,,,24.5,19.6,0.196,600.0,,0.181786,0.0,,1.804,73632650.0
2025-10-30T20:00:17.988138Z,cpu,0.049524,0.05198,0.024197,0.05198,1.0,,,31.12,24.9,0.249,600.0,,0.181423,0.0,,1.804,57959840.0
2025-10-30T20:00:18.990139Z,cpu,0.053505,0.073806,0.030175,0.073806,1.0,,,26.25,21.0,0.21,600.0,,0.18106,0.0,,1.804,68723810.0
2025-10-30T20:00:19.991867Z,cpu,0.0601,0.083198,0.037288,0.083198,1.0,,,23.38,18.7,0.187,600.0,,0.180698,0.0,,1.804,77176470.0
2025-10-30T20:00:20.993444Z,cpu,0.096602,0.229519,0.058909,0.229519,1.0,,,23.88,19.1,0.191,600.0,,0.180337,0.0,,1.804,75560210.0
2025-10-30T20:00:21.995500Z,cpu,0.13456,0.234296,0.074129,0.234296,1.0,,,27.0,21.6,0.216,600.0,,0.179976,0.0,,1.804,66814810.0
2025-10-30T20:00:22.997443Z,cpu,0.173003,0.244193,0.107336,0.244193,1.0,,,23.38,18.7,0.187,600.0,,0.179616,0.0,,1.804,77176470.0
2025-10-30T20:00:23.999388Z,cpu,0.220224,0.309912,0.129316,0.309912,1.0,,,25.0,20.0,0.2,600.0,,0.220224,0.0,,1.804,72160000.0
2025-10-30T20:00:25.001493Z,cpu,0.23681,0.166128,0.083401,0.166128,1.0,,,45.25,36.2,0.362,600.0,,0.23681,0.0,,1.804,39867400.0
2025-10-30T20:00:26.002903Z,cpu,0.223374,0.162337,0.14167,0.162337,1.0,,,22.75,18.2,0.182,600.0,,0.236336,0.0,,1.804,79296700.0
2025-10-30T20:00:27.004257Z,cpu,0.20926,0.16373,0.113959,0.16373,1.0,,,27.37,21.9,0.219,600.0,,0.235864,0.0,,1.804,65899540.0
2025-10-30T20:00:28.005970Z,cpu,0.19322,0.163992,0.119879,0.163992,1.0,,,23.38,18.7,0.187,600.0,,0.235392,0.0,,1.804,77176470.0
2025-10-30T20:00:29.007440Z,cpu,0.164019,0.163905,0.093613,0.163905,1.0,,,25.88,20.7,0.207,600.0,,0.234921,0.0,,1.804,69719810.0
2025-10-30T20:00:30.008998Z,cpu,0.163998,0.166023,0.091405,0.166023,1.0,,,26.62,21.3,0.213,600.0,,0.234451,0.0,,1.804,67755870.0
2025-10-30T20:00:31.010649Z,cpu,0.164789,0.166294,0.099638,0.166294,1.0,,,24.12,19.3,0.193,600.0,,0.233982,0.0,,1.804,74777200.0
2025-10-30T20:00:32.012162Z,cpu,0.155838,0.118976,0.050401,0.118976,1.0,,,49.75,39.8,0.398,600.0,,0.233514,0.0,,1.804,36261310.0
2025-10-30T20:00:33.016805Z,cpu,0.144363,0.106616,0.048563,0.106616,1.0,,,47.62,38.1,0.381,600.0,,0.233047,0.0,,1.804,37879270.0
2025-10-30T20:00:34.018467Z,cpu,0.132236,0.103271,0.047154,0.103271,1.0,,,44.63,35.7,0.357,600.0,,0.232581,0.0,,1.804,40425770.0
2025-10-30T20:00:35.020287Z,cpu,0.119594,0.102812,0.041707,0.102812,1.0,,,45.75,36.6,0.366,600.0,,0.232116,0.0,,1.804,39431690.0
2025-10-30T20:00:36.022487Z,cpu,0.10784,0.107523,0.042377,0.107523,1.0,,,40.0,32.0,0.32,600.0,,0.231652,0.0,,1.804,45100000.0
2025-10-30T20:00:37.024386Z,cpu,0.105879,0.109174,0.039126,0.109174,1.0,,,42.88,34.3,0.343,600.0,,0.231189,0.0,,1.804,42075800.0
2025-10-30T20:00:38.028488Z,cpu,0.108154,0.117992,0.037997,0.117992,1.0,,,45.38,36.3,0.363,600.0,,0.230726,0.0,,1.804,39757580.0
