timestamp,device,rle_smoothed,rle_raw,E_th,E_pw,temp_c,power_w,util_pct,a_load,t_sustain_s,rolling_peak,collapse,alerts,cpu_freq_mhz,cpu_cores_active,cpu_temp_max,gpu_memory_used_gb,gpu_memory_total_gb,gpu_fan_pct,gpu_clock_mhz,memory_used_gb,memory_total_gb,memory_util_pct,disk_used_gb,disk_total_gb,disk_util_pct,network_sent_mb,network_recv_mb,cpu_temp_hwinfo,cpu_fan_rpm,cpu_voltage,motherboard_temp,psu_voltage_12v,psu_voltage_5v,psu_voltage_3v,gpu_temp_hwinfo,gpu_memory_temp,gpu_fan_rpm,gpu_voltage,case_fan_rpm,workload_state
2025-10-29T01:05:35.667540,gpu,0.16550728705170098,0.13471523364673335,0.3849006675620953,0.35000000000000003,51,22.78,28,0.8,600.0,0.23528015556401977,1,,,,,2.8057518005371094,8.0,0,420,,,,,,,,,,,,,,,,,,,,,training_step
2025-10-29T01:05:36.640682,cpu,0.29753535773710477,0.3168157237936772,0.37437603993344426,0.8462500000000001,50.0,125.0,67.7,0.8,600.0,0.4100559484193011,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:36.640682,gpu,0.15877152536936429,0.13471523364673335,0.3849006675620953,0.35000000000000003,51,20.981,28,0.8,600.0,0.23528015556401977,1,,,,,2.8057518005371094,8.0,0,420,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:37.650847,cpu,0.3116680532445923,0.3069883527454242,0.37437603993344426,0.8199999999999998,50.0,125.0,65.6,0.8,600.0,0.4100559484193011,0,,2496.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:37.650847,gpu,0.13952649199125955,0.13952649199125952,0.3849006675620953,0.36249999999999993,51,21.429,29,0.8,600.0,0.16805725397429985,0,,,,,2.8057518005371094,8.0,0,315,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:38.618968,cpu,0.31120008319467546,0.24849209650582357,0.37437603993344426,0.66375,50.0,125.0,53.1,0.8,600.0,0.4100559484193011,1,,2496.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:38.618968,gpu,0.14530000200469095,0.14914900868031192,0.3849006675620953,0.38749999999999996,51,22.017,31,0.8,600.0,0.16805725397429985,0,,,,,2.8057518005371094,8.0,0,285,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:39.715560,cpu,0.3116680532445923,0.27516638935108145,0.37437603993344426,0.7349999999999999,50.0,125.0,58.8,0.8,600.0,0.4100559484193011,0,,2496.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:39.715560,gpu,0.14048874366016478,0.14433775033578572,0.3849006675620953,0.37499999999999994,51,21.675,30,0.8,600.0,0.1488507106629513,0,,,,,2.8057518005371094,8.0,0,255,,,,,,,,,,,,,,,,,,,,,data_prep
2025-10-29T01:05:40.658652,cpu,0.2870528286189683,0.2878015806988352,0.37437603993344426,0.7687499999999999,50.0,125.0,61.5,0.8,600.0,0.3161820923460898,0,,2496.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,data_prep
